Prefecture,Subprefecture,GID_2,area198589,area199094,area199599,area200004,area200509,area201014,area201519,areachange,percchange
Saitama,Kamikawa,JPN.35.19_1,1.8783,3.1239,2.8296,2.8503,2.3058,1.8729,2.7747,0.8964,47.72400575
Saitama,Kamisato,JPN.35.20_1,1.8378,4.5009,2.3256,2.871,1.6965,1.5489,3.0024,1.1646,63.36924584
Saitama,Kawajima,JPN.35.24_1,20.5578,14.9157,14.7393,15.804,16.0002,11.9466,14.5053,-6.0525,-29.44137991
Saitama,Kisai,JPN.35.26_1,16.3224,10.0161,13.3947,14.3847,14.8743,12.6495,12.9438,-3.3786,-20.69916189
Saitama,Kitakawabe,JPN.35.27_1,10.3446,9.6399,10.161,9.5085,9.9954,8.9847,9.3033,-1.0413,-10.06612145
Saitama,Kurihashi,JPN.35.33_1,7.8408,6.8355,6.0309,6.3297,5.904,5.1219,5.3154,-2.5254,-32.20844812
Saitama,Matsubushi,JPN.35.34_1,6.8337,6.3081,6.0084,5.6727,5.8419,5.0877,5.4504,-1.3833,-20.24232846
Saitama,Minano,JPN.35.35_1,0.3672,0.2664,0.2673,0.2133,0.2115,0.1215,0.2484,-0.1188,-32.35294118
Saitama,Misato,JPN.35.36_1,3.3525,3.9231,0.9234,2.7567,1.7865,2.097,2.358,-0.9945,-29.66442953
Saitama,Miyashiro,JPN.35.38_1,6.6195,5.5917,4.9203,4.761,4.4667,3.4011,3.2859,-3.3336,-50.36029912
Saitama,Miyoshi,JPN.35.39_1,0.3384,0.0018,0.063,0.0108,0,0.0135,0.0027,-0.3357,-99.20212766
Saitama,Moroyama,JPN.35.40_1,1.2267,0.6147,0.3924,0.711,0.6588,0.5517,0.6786,-0.5481,-44.68085106
Saitama,Nagatoro,JPN.35.41_1,0.0459,0.0288,0.0126,0.018,0.0054,0.0072,0.0486,0.0027,5.882352941
Saitama,Namegawa,JPN.35.42_1,3.2391,1.4382,1.2249,2.1348,1.9377,1.7073,2.0916,-1.1475,-35.42650736
Saitama,Ogano,JPN.35.44_1,0.3168,0.2376,0.1746,0.1701,0.1512,0.1008,0.1368,-0.18,-56.81818182
Saitama,Ogawa,JPN.35.45_1,1.6047,0.819,0.5175,0.9081,0.5643,0.6138,0.936,-0.6687,-41.67134044
Saitama,Ogose,JPN.35.46_1,0.7461,0.315,0.2196,0.3114,0.2565,0.2097,0.2304,-0.5157,-69.11942099
Saitama,Ōtone,JPN.35.48_1,13.4028,12.3678,12.5712,11.5407,11.3562,10.3563,9.8703,-3.5325,-26.35643298
Saitama,Ranzan,JPN.35.49_1,2.3778,0.9,0.5004,0.9477,0.3618,0.6075,1.2402,-1.1376,-47.84254353
Saitama,Shiraoka,JPN.35.55_1,9.8514,7.128,6.9561,6.8202,6.7662,4.6782,5.7312,-4.1202,-41.82349717
Saitama,Shōbu,JPN.35.56_1,13.707,3.1086,8.3106,7.7886,10.1484,9.6723,10.3257,-3.3813,-24.6684176
Saitama,Sugito,JPN.35.58_1,15.7185,14.5494,14.1372,13.8789,14.0778,12.3678,11.5281,-4.1904,-26.65903235
Saitama,Tokigawa,JPN.35.60_1,0.4662,0.1377,0.1017,0.2385,0.2079,0.1746,0.2286,-0.2376,-50.96525097
Saitama,Washimiya,JPN.35.65_1,4.9464,4.3767,3.6846,3.8088,3.2607,2.7072,2.5542,-2.3922,-48.36244541
Saitama,Yokoze,JPN.35.67_1,0.1332,0.1134,0.0288,0.0891,0.0864,0.0603,0.0702,-0.063,-47.2972973
Saitama,Yorii,JPN.35.68_1,1.2564,1.2825,0.8154,0.7452,0.2601,0.4797,1.1799,-0.0765,-6.088825215
Saitama,Yoshimi,JPN.35.70_1,15.4395,10.3203,11.6235,12.7953,13.1292,10.935,11.6271,-3.8124,-24.69250947
Shiga,Aishō,JPN.36.1_1,18.306,18.0531,7.6779,16.8048,14.1777,13.77,13.9617,-4.3443,-23.73156342
Shiga,Azuchi,JPN.36.2_1,11.9619,12.1374,8.694,10.6506,10.6128,9.6714,8.1216,-3.8403,-32.10443157
Shiga,Hino,JPN.36.5_1,14.3721,14.5179,16.3377,13.6674,9.4086,10.4859,10.2249,-4.1472,-28.85590832
Shiga,Kinomoto,JPN.36.6_1,5.8221,5.8122,5.4072,5.5269,4.7313,4.4388,4.6629,-1.1592,-19.91034163
Shiga,Kohoku,JPN.36.7_1,13.4676,13.4847,13.5171,13.2786,12.9096,12.2085,12.1113,-1.3563,-10.07083667
Shiga,Kōra,JPN.36.10_1,6.6978,5.1894,2.7837,5.7051,4.2516,5.2533,5.1417,-1.5561,-23.23300188
Shiga,Nishiazai,JPN.36.16_1,4.5558,4.4856,3.3669,6.3621,4.0176,3.4677,2.934,-1.6218,-35.59857764
Shiga,Ryūō,JPN.36.20_1,14.7978,15.1101,11.8242,14.2479,13.2246,12.033,11.4588,-3.339,-22.56416494
Shiga,Taga,JPN.36.21_1,3.7062,3.0933,2.7729,3.3624,2.2779,2.8908,3.0312,-0.675,-18.21272462
Shiga,Takatsuki,JPN.36.23_1,12.9573,12.9906,12.8727,12.4956,11.7441,10.3896,10.5588,-2.3985,-18.51080086
Shiga,Torahime,JPN.36.24_1,7.3872,7.209,7.2279,7.0929,6.894,6.3747,6.6636,-0.7236,-9.795321637
Shiga,Toyosato,JPN.36.25_1,5.2713,4.9995,1.2771,4.8969,4.2444,4.0329,4.1157,-1.1556,-21.92248591
Shiga,Yogo,JPN.36.27_1,3.9744,3.699,1.8207,3.9231,3.8259,3.3003,3.0006,-0.9738,-24.50181159
Shimane,Ama,JPN.37.1_1,0.8415,0.882,1.0953,0.6804,0.7182,0.7668,0.6876,-0.1539,-18.28877005
Shimane,Higashiizumo,JPN.37.5_1,2.0826,2.4894,2.2059,1.6047,1.4688,1.2222,1.0512,-1.0314,-49.52463267
Shimane,Hikawa,JPN.37.6_1,22.1031,25.1892,24.9732,20.5641,18.2124,14.7384,15.8895,-6.2136,-28.11189381
Shimane,Iinan,JPN.37.7_1,3.2166,4.7601,3.9339,3.3849,3.4299,2.9997,2.5416,-0.675,-20.98489088
Shimane,Kawamoto,JPN.37.9_1,0.7164,0.8631,0.8289,0.5859,0.5679,0.5976,0.3861,-0.3303,-46.10552764
Shimane,Misato,JPN.37.12_1,0.7488,2.0583,1.0899,0.9261,1.1853,1.0098,0.5508,-0.198,-26.44230769
Shimane,Nishinoshima,JPN.37.13_1,0.1971,0.1476,0.1278,0.063,0.1233,0.27,0.072,-0.1251,-63.47031963
Shimane,Okinoshima,JPN.37.15_1,5.1192,6.174,7.3692,4.8996,4.5837,5.0481,4.2471,-0.8721,-17.03586498
Shimane,Okuizumo,JPN.37.16_1,6.138,6.8139,6.3612,5.6286,4.9824,4.2849,4.7646,-1.3734,-22.37536657
Shimane,Ōnan,JPN.37.17_1,4.32,5.6556,4.6746,4.3101,3.9141,3.9699,3.5469,-0.7731,-17.89583333
Shimane,Tsuwano,JPN.37.18_1,3.0393,3.546,2.7612,2.5506,2.5956,2.3319,2.2383,-0.801,-26.35475274
Shimane,Unknown2,JPN.37.19_1,0,0,0,0,0,0,0,0,#DIV/0!
Shimane,Yoshika,JPN.37.22_1,5.8977,6.1344,5.4783,4.9185,5.0229,5.2245,4.3866,-1.5111,-25.62185259
Shizuoka,Arai,JPN.38.1_1,0.3168,0.2547,0.1737,0.1854,0.1863,0.1197,0.081,-0.2358,-74.43181818
Shizuoka,Fujikawa,JPN.38.5_1,0.4689,0.7137,0.18,0.1593,0.2394,0.1755,0.1557,-0.3132,-66.79462572
Shizuoka,Higashiizu,JPN.38.10_1,0.1035,0.1296,0.1809,0.0675,0.0765,0.0279,0.1008,-0.0027,-2.608695652
Shizuoka,Kannami,JPN.38.16_1,3.1266,3.3705,1.458,1.6596,1.5588,1.3509,1.3509,-1.7757,-56.79332182
Shizuoka,Kawane,JPN.38.17_1,0.2682,0.126,0.1395,0.1845,0.2196,0.2151,0.1341,-0.1341,-50
Shizuoka,Kawanehon,JPN.38.18_1,0.1692,0.2592,0.0837,0.1926,0.4599,0.1314,0.1296,-0.0396,-23.40425532
Shizuoka,Kawazu,JPN.38.19_1,0.2097,0.1287,0.0918,0.0423,0.1089,0.0288,0.0495,-0.1602,-76.39484979
Shizuoka,Matsuzaki,JPN.38.23_1,0.774,0.6921,0.558,0.4626,0.3591,0.3033,0.4275,-0.3465,-44.76744186
Shizuoka,Minamiizu,JPN.38.24_1,1.1151,1.278,0.7947,0.3015,0.2979,0.1791,0.4842,-0.6309,-56.57788539
Shizuoka,Mori,JPN.38.26_1,5.5764,5.724,2.7666,3.0132,4.6215,2.8557,3.393,-2.1834,-39.15429309
Shizuoka,Nagaizumi,JPN.38.27_1,0.5085,0.3078,0.0414,0.1233,0.1053,0.036,0.045,-0.4635,-91.15044248
Shizuoka,Nishiizu,JPN.38.28_1,0.4311,0.2934,0.1305,0.0693,0.072,0.0297,0.2061,-0.225,-52.19206681
Shizuoka,Ōigawa,JPN.38.30_1,5.2875,3.0609,4.2921,3.6675,3.5577,1.9359,1.6308,-3.6567,-69.15744681
Shizuoka,Okabe,JPN.38.31_1,0.7587,0.4491,0.1053,0.2313,0.4131,0.2808,0.2538,-0.5049,-66.5480427
Shizuoka,Oyama,JPN.38.33_1,3.1068,4.0806,2.7027,2.4426,2.9151,1.7694,2.0997,-1.0071,-32.41599073
Shizuoka,Shibakawa,JPN.38.34_1,1.5255,1.7721,1.0422,1.0242,1.458,1.1592,0.7074,-0.8181,-53.62831858
Shizuoka,Shimizu,JPN.38.36_1,0.9288,0.8343,0.5058,0.3996,0.3357,0.1917,0.2277,-0.7011,-75.48449612
Shizuoka,Yoshida,JPN.38.42_1,2.8395,2.5209,2.2482,2.2923,2.0484,1.4976,0.5706,-2.2689,-79.90491284
Shizuoka,Yui,JPN.38.43_1,0.009,0.0927,0.0018,0.0045,0.0468,0.0054,0.0081,-0.0009,-10
Tochigi,Fujioka,JPN.39.2_1,14.3766,10.1997,13.005,12.1761,11.9295,10.2339,10.7253,-3.6513,-25.39752097
Tochigi,Haga,JPN.39.3_1,36.135,35.7984,34.857,31.9365,30.3075,25.8831,27.1071,-9.0279,-24.98381071
Tochigi,Ichikai,JPN.39.4_1,8.9595,8.8029,8.622,7.5276,7.0137,6.2775,6.345,-2.6145,-29.18131592
Tochigi,Iwafune,JPN.39.5_1,9.0477,3.9492,9.6804,7.9605,8.2692,7.4367,7.9983,-1.0494,-11.5985278
Tochigi,Kaminokawa,JPN.39.6_1,21.4884,20.3976,20.5542,17.514,17.3799,12.7026,15.2244,-6.264,-29.15061149
Tochigi,Mashiko,JPN.39.8_1,10.2753,9.5589,9.7398,8.6967,8.4069,6.8544,7.6734,-2.6019,-25.32188841
Tochigi,Mibu,JPN.39.9_1,13.7088,10.0791,8.2773,12.0645,9.7155,5.7177,8.4177,-5.2911,-38.59637605
Tochigi,Motegi,JPN.39.11_1,5.8284,4.842,4.8618,4.6179,4.2219,3.7719,3.5091,-2.3193,-39.79308215
Tochigi,Nakagawa,JPN.39.12_1,10.9638,9.8163,10.0503,9.774,9.0099,9.1116,8.1171,-2.8467,-25.96453784
Tochigi,Nasu,JPN.39.13_1,21.0024,18.2106,13.3902,17.0145,16.119,14.5611,14.2029,-6.7995,-32.37487144
Tochigi,Ninomiya,JPN.39.17_1,25.6986,23.229,25.6329,21.4497,20.9241,15.9543,19.0764,-6.6222,-25.76871892
Tochigi,Nishikata,JPN.39.18_1,3.2796,2.4156,5.4468,5.9445,6.525,5.8527,6.5457,3.2661,99.58836443
Tochigi,Nogi,JPN.39.19_1,7.8039,5.8257,5.8203,5.3037,5.1579,3.0465,3.9825,-3.8214,-48.96782378
Tochigi,Ōhira,JPN.39.20_1,17.0199,11.1879,17.9388,15.0183,15.4431,14.6385,16.2549,-0.765,-4.494738512
Tochigi,Shioya,JPN.39.26_1,19.5795,20.3895,15.2676,19.503,17.9433,16.7652,16.4493,-3.1302,-15.9871294
Tochigi,Takanezawa,JPN.39.27_1,37.8828,35.8074,30.4848,34.1568,32.4639,30.3354,29.6694,-8.2134,-21.68107954
Tochigi,Tsuga,JPN.39.29_1,5.2533,1.8468,7.8327,5.9886,6.4845,5.5593,7.0929,1.8396,35.01798869
Tokushima,Aizumi,JPN.40.1_1,2.4732,2.7414,2.9304,1.3167,1.2996,0.1323,0.1224,-2.3508,-95.05094614
Tokushima,Higashimiyoshi,JPN.40.4_1,1.0845,2.1762,0.333,0.8811,0.5148,0.2745,0.5958,-0.4887,-45.06224066
Tokushima,Ishii,JPN.40.5_1,7.9668,6.0822,5.6196,4.7007,5.085,3.132,1.4139,-6.5529,-82.25259828
Tokushima,Itano,JPN.40.6_1,3.1167,4.2876,3.1527,1.8837,1.7613,1.0476,0.459,-2.6577,-85.27288478
Tokushima,Kaiyō,JPN.40.7_1,4.8123,5.4873,5.9562,3.6117,4.2174,3.5127,1.5723,-3.24,-67.32747335
Tokushima,Kamiita,JPN.40.8_1,5.3577,5.8221,5.6124,3.3822,4.203,3.0366,0.9936,-4.3641,-81.45472871
Tokushima,Kamikatsu,JPN.40.9_1,0.0765,0.1422,0.1953,0.1062,0.1125,0.0837,0.0414,-0.0351,-45.88235294
Tokushima,Kamiyama,JPN.40.10_1,0.3195,0.3888,0.4896,0.2295,0.2556,0.1323,0.063,-0.2565,-80.28169014
Tokushima,Katsuura,JPN.40.11_1,0.9432,1.0629,0.8235,0.3978,0.5283,0.4041,0.1728,-0.7704,-81.67938931
Tokushima,Kitajima,JPN.40.12_1,1.7496,1.6839,4.6791,1.4814,1.404,1.1745,0.585,-1.1646,-66.56378601
Tokushima,Matsushige,JPN.40.14_1,1.4994,1.4913,6.0975,1.1178,1.1034,0.963,0.7074,-0.792,-52.82112845
Tokushima,Minami,JPN.40.16_1,1.5714,1.7793,2.5029,1.3572,1.4004,1.1502,0.7056,-0.8658,-55.09736541
Tokushima,Mugi,JPN.40.18_1,0.5976,0.6462,0.8676,0.4077,0.4815,0.4221,0.2745,-0.3231,-54.06626506
Tokushima,Naka,JPN.40.19_1,1.2519,0.9765,1.8234,0.6516,0.8217,0.6507,0.2106,-1.0413,-83.17757009
Tokushima,Tsurugi,JPN.40.23_1,0.18,0.1872,0.1962,0.0774,0.0837,0.0261,0.0378,-0.1422,-79
Tokyo,Hinode,JPN.41.18_1,0.3906,0.0918,0.0054,0.009,0.0045,0.0072,0.0081,-0.3825,-97.92626728
Tokyo,Hinohara,JPN.41.19_1,0.0423,0.0459,0.0081,0.0243,0.0144,0.0126,0.0171,-0.0252,-59.57446809
Tokyo,Mizuho,JPN.41.35_1,0.4311,0.0459,0.0045,0.0018,0,0.0108,0.0045,-0.4266,-98.95615866
Tokyo,Okutama,JPN.41.41_1,0.0468,0.1314,0.0351,0.0144,0.0036,0.0162,0.0099,-0.0369,-78.84615385
Tottori,Chizu,JPN.42.1_1,1.9116,1.8927,2.2122,1.7217,1.4499,1.4814,0.4743,-1.4373,-75.18832392
Tottori,Daisen,JPN.42.2_1,7.8894,15.6951,8.7102,6.7338,4.6611,6.0552,2.8953,-4.9941,-63.30139174
Tottori,Hino,JPN.42.4_1,0.6741,1.0647,1.008,0.6777,0.4644,0.7479,0.5958,-0.0783,-11.61548732
Tottori,Hōki,JPN.42.5_1,3.7404,6.5646,4.6764,3.4308,2.9394,3.2274,2.4516,-1.2888,-34.45620789
Tottori,Hokuei,JPN.42.6_1,8.5428,8.1747,7.3233,6.6996,5.5215,7.4376,4.4937,-4.0491,-47.39780868
Tottori,Iwami,JPN.42.7_1,5.7006,4.806,5.4981,4.4559,4.2237,4.0482,2.4768,-3.2238,-56.5519419
Tottori,Kōfu,JPN.42.8_1,0.7182,1.2177,1.3797,0.9855,0.9081,0.9468,0.5688,-0.1494,-20.80200501
Tottori,Kotoura,JPN.42.9_1,5.3658,9.4545,5.3532,4.8555,4.0158,5.2425,3.3723,-1.9935,-37.15196243
Tottori,Misasa,JPN.42.11_1,1.359,1.5903,1.8729,1.4499,1.2924,1.6272,0.7227,-0.6363,-46.82119205
Tottori,Nanbu,JPN.42.12_1,5.517,6.7644,6.1929,4.8915,3.2409,3.9357,1.7595,-3.7575,-68.10766721
Tottori,Nichinan,JPN.42.13_1,2.646,4.2516,4.0437,3.0681,2.8134,2.3364,2.3697,-0.2763,-10.44217687
Tottori,Wakasa,JPN.42.15_1,0.7011,0.4824,0.8073,0.7119,0.5625,0.6354,0.135,-0.5661,-80.74454429
Tottori,Yazu,JPN.42.16_1,10.3293,5.2425,9.234,8.163,6.3783,7.1937,3.7161,-6.6132,-64.02369957
Tottori,Yurihama,JPN.42.18_1,5.3181,5.0274,4.4811,4.1265,3.1563,3.9006,3.3984,-1.9197,-36.09747842
Toyama,Asahi,JPN.43.1_1,13.6557,13.3164,13.2219,13.3443,12.3957,12.7224,11.394,-2.2617,-16.56231464
Toyama,Kamiichi,JPN.43.5_1,18.0135,17.1909,16.0452,16.2774,14.1858,12.8583,11.853,-6.1605,-34.19935049
Toyama,Nyūzen,JPN.43.9_1,46.5561,46.2735,45.9621,45.8874,43.8228,42.9147,41.3721,-5.184,-11.13495331
Toyama,Tateyama,JPN.43.12_1,34.2243,32.7438,30.9213,32.5494,28.7865,29.448,24.7617,-9.4626,-27.64877587
Wakayama,Aridagawa,JPN.44.2_1,1.0134,1.0845,3.5487,0.3708,0.3951,0.4689,0.5643,-0.4491,-44.31616341
Wakayama,Hidaka,JPN.44.5_1,3.1851,2.5947,3.6396,1.9089,2.2482,1.2492,1.8675,-1.3176,-41.36761797
Wakayama,Hidakagawa,JPN.44.6_1,1.4274,1.0242,1.7793,0.585,0.8037,0.4752,0.4851,-0.9423,-66.01513241
Wakayama,Hirogawa,JPN.44.7_1,1.044,1.0332,1.7748,0.2367,0.3006,0.2808,0.5247,-0.5193,-49.74137931
Wakayama,Inami Town,JPN.44.8_1,1.2618,0.9873,1.6902,0.6786,0.5877,0.5409,0.3852,-0.8766,-69.4721826
Wakayama,Kamitonda,JPN.44.11_1,2.2995,2.2005,1.9161,1.755,1.5669,1.1052,0.7461,-1.5534,-67.55381605
Wakayama,Katsuragi,JPN.44.12_1,0.7182,0.8937,1.4085,0.594,0.5373,0.4392,0.2727,-0.4455,-62.03007519
Wakayama,Kimino,JPN.44.13_1,0.6444,0.4797,0.4815,0.2574,0.2394,0.2529,0.2286,-0.4158,-64.52513966
Wakayama,Kōya,JPN.44.15_1,0.2754,0.2133,0.4068,0.243,0.2115,0.2025,0.0819,-0.1935,-70.26143791
Wakayama,Kozagawa,JPN.44.16_1,0.8838,0.9702,1.1871,0.6759,0.5571,0.3438,0.1242,-0.7596,-85.94704684
Wakayama,Kudoyama,JPN.44.17_1,0.0684,0.0594,0.0765,0.0333,0.0414,0.0261,0.0135,-0.0549,-80.26315789
Wakayama,Kushimoto,JPN.44.18_1,0.7173,0.8172,1.2402,0.8964,0.5319,0.3474,0.1494,-0.5679,-79.1718946
Wakayama,Mihama,JPN.44.20_1,1.7541,1.4796,2.3157,1.7055,1.26,0.8865,1.2042,-0.5499,-31.34940995
Wakayama,Minabe,JPN.44.21_1,2.5407,2.0358,1.5633,0.6192,0.5373,0.1935,0.2808,-2.2599,-88.94792774
Wakayama,Nachikatsuura,JPN.44.22_1,1.9584,1.8153,0.9819,1.3518,1.2051,1.2105,0.5031,-1.4553,-74.31066176
Wakayama,Shirahama,JPN.44.24_1,4.2426,3.9879,4.995,2.9943,2.9907,2.457,1.5426,-2.7,-63.64022062
Wakayama,Susami,JPN.44.25_1,0.9945,1.1574,1.3149,0.8298,0.6795,0.5922,0.3627,-0.6318,-63.52941176
Wakayama,Taiji,JPN.44.26_1,0,0.0009,0.0009,0,0.1431,0.0585,0.0171,0.0171,#DIV/0!
Wakayama,Yuasa,JPN.44.28_1,0.3051,0.3159,0.8604,0.0792,0.0801,0.0603,0.0936,-0.2115,-69.32153392
Wakayama,Yura,JPN.44.29_1,0.2898,0.1692,0.7263,0.1026,0.1332,0.1395,0.09,-0.1998,-68.94409938
Yamagata,Asahi,JPN.45.1_1,2.4417,2.3994,2.4336,1.9521,1.6758,1.5228,1.3284,-1.1133,-45.59528198
Yamagata,Funagata,JPN.45.2_1,9.6696,10.5291,9.4869,9.1188,8.2305,8.0802,8.1693,-1.5003,-15.51563663
Yamagata,Iide,JPN.45.4_1,18.0612,17.136,16.7373,13.6818,13.0347,12.7971,12.9816,-5.0796,-28.12437712
Yamagata,Kahoku,JPN.45.5_1,17.0442,13.8348,14.1669,11.5443,10.71,9.936,10.5021,-6.5421,-38.383145
Yamagata,Kaneyama,JPN.45.7_1,13.8537,14.2164,13.4253,12.3543,11.4534,11.8395,11.943,-1.9107,-13.79198337
Yamagata,Kawanishi,JPN.45.8_1,36.135,36.1179,37.0737,29.0376,28.6848,27.5868,27.747,-8.388,-23.21295143
Yamagata,Mamurogawa,JPN.45.9_1,17.0955,18.2961,16.2612,16.7598,14.4432,14.6826,14.0355,-3.06,-17.89944722
Yamagata,Mikawa,JPN.45.10_1,19.647,20.5767,18.567,17.5401,16.4061,17.37,17.6643,-1.9827,-10.09161704
Yamagata,Mogami,JPN.45.11_1,15.0003,15.1362,14.5809,11.7216,11.2716,10.2141,9.7452,-5.2551,-35.03329933
Yamagata,Nakayama,JPN.45.14_1,9.0243,8.3898,8.9856,6.8832,6.6087,6.1443,5.8158,-3.2085,-35.55400419
Yamagata,Nishikawa,JPN.45.16_1,2.3076,2.4039,2.241,2.0844,1.4832,1.485,1.5066,-0.801,-34.71138846
Yamagata,Ōe,JPN.45.18_1,3.1905,3.0789,2.9412,2.4588,2.1609,1.9296,1.8576,-1.3329,-41.77715092
Yamagata,Oguni,JPN.45.19_1,7.4808,6.5214,5.1354,5.3253,4.6449,4.5774,4.4415,-3.0393,-40.6280077
Yamagata,Ōishida,JPN.45.20_1,10.665,10.5219,10.791,9.6381,9.4644,9.3537,9.2583,-1.4067,-13.18987342
Yamagata,Ōkura,JPN.45.21_1,5.1687,5.5305,5.1552,4.8978,4.1814,4.2075,4.3398,-0.8289,-16.0369145
Yamagata,Sakegawa,JPN.45.24_1,10.8441,11.1195,9.9999,9.4131,8.3646,8.2665,8.1495,-2.6946,-24.84853515
Yamagata,Shirataka,JPN.45.26_1,8.622,9.1818,9.5004,7.1604,5.958,5.355,6.0534,-2.5686,-29.79123173
Yamagata,Shōnai,JPN.45.27_1,50.1318,52.0893,48.609,42.6276,39.4902,43.92,44.3052,-5.8266,-11.62256292
Yamagata,Takahata,JPN.45.28_1,26.4357,24.2622,25.038,20.6109,20.358,19.4085,19.1079,-7.3278,-27.71933408
Yamagata,Tozawa,JPN.45.30_1,10.2078,10.638,10.2618,10.2312,9.2898,9.3078,9.1656,-1.0422,-10.20983953
Yamagata,Yamanobe,JPN.45.33_1,4.8618,4.6935,5.1426,4.2993,3.9465,3.8457,3.5667,-1.2951,-26.63828212
Yamagata,Yuza,JPN.45.35_1,31.1643,30.7062,28.422,25.803,26.226,28.9458,28.5264,-2.6379,-8.464493026
Yamaguchi,Abu,JPN.46.1_1,3.7071,4.4829,3.6243,3.663,3.906,3.3273,3.5811,-0.126,-3.398883224
Yamaguchi,Atō,JPN.46.2_1,14.2632,16.7499,14.2416,10.7334,13.8195,14.9931,15.5295,1.2663,8.878091873
Yamaguchi,Hirao,JPN.46.5_1,2.2419,1.4895,0.9126,2.061,0.7488,0.9477,0.5004,-1.7415,-77.67964673
Yamaguchi,Kaminoseki,JPN.46.8_1,0.4212,0.0612,0.1431,1.5498,0.0153,0.0243,0.0171,-0.4041,-95.94017094
Yamaguchi,Suō-Ōshima,JPN.46.15_1,0.8469,0.621,1.2114,1.6974,0.7173,0.6147,0.7101,-0.1368,-16.15302869
Yamaguchi,Tabuse,JPN.46.16_1,3.6711,2.754,1.6173,2.7837,1.4076,1.1817,1.2006,-2.4705,-67.29590586
Yamaguchi,Waki,JPN.46.18_1,0.0648,0.0585,0.0117,0.0567,0.0342,0.0639,0.0126,-0.0522,-80.55555556
Yamaguchi,Yanai,JPN.46.20_1,6.5592,5.4522,3.7872,5.8122,4.1544,3.7314,4.05,-2.5092,-38.2546652
Yamanashi,Fujikawaguchiko,JPN.47.4_1,3.9555,2.0295,2.4165,0.6453,0.5229,0.6039,0.9738,-2.9817,-75.3811149
Yamanashi,Hayakawa,JPN.47.6_1,0.1737,0.1962,0.2016,0.0621,0.0963,0.0576,0.0693,-0.1044,-60.10362694
Yamanashi,Ichikawamisato,JPN.47.8_1,1.431,1.0341,1.0404,0.7398,0.5148,0.5463,0.6822,-0.7488,-52.32704403
Yamanashi,Kajikazawa,JPN.47.10_1,0.1566,0.1332,0.1026,0.072,0.0675,0.054,0.0774,-0.0792,-50.57471264
Yamanashi,Masuho,JPN.47.14_1,0.6966,0.5337,0.5643,0.4419,0.3699,0.2637,0.2376,-0.459,-65.89147287
Yamanashi,Minobu,JPN.47.16_1,1.8,1.7082,1.4697,0.729,1.3689,0.6309,0.4131,-1.3869,-77.05
Yamanashi,Nanbu,JPN.47.17_1,1.2006,1.5921,1.2735,1.1592,1.0629,0.5256,1.0062,-0.1944,-16.19190405
Yamanashi,Nishikatsura,JPN.47.20_1,0.2808,0.2484,0.3231,0.1899,0.1323,0.0549,0.0693,-0.2115,-75.32051282
Yamanashi,Shōwa,JPN.47.23_1,1.3176,0.8334,1.0287,0.7371,0.5958,0.5355,0.4383,-0.8793,-66.73497268
Aichi,Agui,JPN.1.1_1,3.6801,3.8691,3.7242,3.8016,4.0212,3.204,3.1986,-0.4815,-13.08388359
Aichi,Fusō,JPN.1.6_1,0.2052,0.009,1.1412,0.8838,1.0521,0.6903,1.0053,0.8001,389.9122807
Aichi,Haruhi,JPN.1.9_1,0.108,0.0009,0.3015,0.0693,0.2061,0.0486,0.1593,0.0513,47.5
Aichi,Hazu,JPN.1.10_1,0.3519,0.4113,0.4608,0.2124,0.405,0.2286,0.198,-0.1539,-43.73401535
Aichi,Higashiura,JPN.1.12_1,4.5279,4.5063,4.4235,4.2993,4.6422,3.9555,4.0068,-0.5211,-11.50864639
Aichi,Isshiki,JPN.1.16_1,4.5144,3.6495,4.1076,2.8602,4.2966,2.3976,2.7432,-1.7712,-39.23444976
Aichi,Jimokuji,JPN.1.18_1,0.7983,0.8091,1.5066,0.1602,1.6803,1.3356,1.314,0.5157,64.59977452
Aichi,Kanie,JPN.1.19_1,4.2093,4.1508,3.6153,4.014,3.8115,3.0708,3.3498,-0.8595,-20.41907205
Aichi,Kira,JPN.1.22_1,6.3,4.6566,4.4253,3.3444,4.0095,1.9998,3.1248,-3.1752,-50.4
Aichi,Kisosaki,JPN.1.23_1,2.484,1.6227,2.4075,2.3553,2.4435,2.0295,2.1843,-0.2997,-12.06521739
Aichi,Kōta,JPN.1.28_1,5.571,4.8222,5.1156,3.0204,3.5586,3.3462,3.1239,-2.4471,-43.92568659
Aichi,Kozakai,JPN.1.29_1,1.5003,0.6822,1.0971,1.215,1.1052,0.8874,1.0323,-0.468,-31.19376125
Aichi,Mihama,JPN.1.30_1,3.9366,4.0608,3.5181,3.3723,3.4263,2.9736,2.5893,-1.3473,-34.22496571
Aichi,Minamichita,JPN.1.31_1,1.53,1.5804,1.3995,1.2744,1.3023,1.0962,0.8811,-0.6489,-42.41176471
Aichi,Mito,JPN.1.32_1,1.4121,0.3753,1.089,1.1592,0.9954,0.9558,0.819,-0.5931,-42.0012747
Aichi,Miwa,JPN.1.33_1,1.6479,1.9989,1.5822,1.0593,2.1951,1.8747,2.0187,0.3708,22.50136537
Aichi,Miyoshi,JPN.1.34_1,3.2013,3.1032,2.7792,2.3751,3.141,2.3436,2.4471,-0.7542,-23.55917908
Aichi,Nagakute,JPN.1.35_1,0.8847,0.7101,0.6831,0.513,0.6507,0.4365,0.486,-0.3987,-45.06612411
