Prefecture,Subprefecture,GID_2,area198589,area199094,area199599,area200004,area200509,area201014,area201519,areachange,percchange
Saga,Takeo,JPN.34.15_1,17.06646774,14.33057276,15.83395284,23.01291683,21.42710131,12.01411437,19.19099062,2.124522882,12.44852136
Saga,Taku,JPN.34.16_1,9.356155735,8.522878321,8.459952165,8.69962017,7.858979909,6.847852468,7.999844725,-1.35631101,-14.49645611
Saga,Tosu,JPN.34.18_1,12.62952589,13.35580131,7.496610359,13.04188816,11.18874878,8.673843675,9.362569958,-3.266955937,-25.86760551
Saga,Ureshino,JPN.34.19_1,10.6954677,10.3903494,12.06291969,12.87316564,12.80205673,7.969682431,10.34199867,-0.35346903,-3.304848742
Saitama,Ageo,JPN.35.1_1,2.685873986,1.361096638,1.707693938,1.420233762,1.509795762,1.178903155,1.477064362,-1.208809624,-45.00619278
Saitama,Asaka,JPN.35.2_1,1.111708911,0.332931452,0.657294072,0.476906674,0.539695688,0.319259545,0.209917892,-0.90179102,-81.11754889
Saitama,Chichibu,JPN.35.3_1,2.103256264,1.861045479,1.770959503,1.159227249,1.269364029,1.070454141,1.123374221,-0.979882043,-46.58880899
Saitama,Fujimi,JPN.35.4_1,5.76809243,4.377047949,4.75528283,4.337576317,4.514035682,4.69997273,4.238040475,-1.530051956,-26.52613449
Saitama,Fujimino,JPN.35.5_1,1.672617738,1.081504273,1.145464809,1.157226696,1.178607652,1.456766163,0.976075327,-0.696542411,-41.64384937
Saitama,Fukaya,JPN.35.6_1,20.42783553,20.16527667,20.09769173,18.29230094,17.01812527,15.65392237,17.40405919,-3.023776341,-14.80223559
Saitama,Gyōda,JPN.35.7_1,38.1285686,37.77028492,33.90829235,33.87764179,33.86226787,31.85681539,30.87745764,-7.251110959,-19.01752734
Saitama,Hannō,JPN.35.8_1,0.867055902,0.75892002,0.776743711,0.352021539,0.393682865,0.429939222,0.308053228,-0.559002675,-64.47135338
Saitama,Hanyū,JPN.35.9_1,31.60374413,29.21054454,27.71851931,25.36826314,27.79208364,24.5281287,21.95694103,-9.646803097,-30.52424124
Saitama,Hasuda,JPN.35.10_1,7.653792314,5.965301768,6.34826798,6.111282155,6.456554367,5.015685134,5.282177988,-2.371614327,-30.98613379
Saitama,Hatogaya,JPN.35.11_1,0.124507003,0.004368993,0.007509804,0.006516151,0.018203955,0.016013326,0.016018604,-0.108488399,-87.13437472
Saitama,Hidaka,JPN.35.13_1,1.807215641,1.881753358,1.444361469,0.905118945,1.056717129,0.918089368,0.807856319,-0.999359322,-55.29828867
Saitama,Higashimatsuyama,JPN.35.15_1,10.93483086,9.912258275,10.1947077,9.087339262,9.821299739,9.165596912,8.231521819,-2.703309043,-24.72200144
Saitama,Honjō,JPN.35.16_1,8.803593585,10.23084329,9.915030565,8.944322884,8.278241236,7.288674233,6.870624344,-1.932969241,-21.95659332
Saitama,Iruma,JPN.35.18_1,0.253979121,0.3311442,1.029000629,0.226709448,0.306750103,0.238501846,0.408943811,0.15496469,61.01473595
Saitama,Kasukabe,JPN.35.21_1,22.79365355,19.24954556,18.31951327,18.27809713,19.15943158,15.17062973,15.42026845,-7.3733851,-32.34841262
Saitama,Kawagoe,JPN.35.22_1,28.39406219,26.08226306,24.15076507,22.06610504,23.30063715,21.43563429,21.03954761,-7.354514575,-25.90159353
Saitama,Kawaguchi,JPN.35.23_1,0.698706841,0.077676655,0.191986008,0.133956761,0.149426957,0.218241228,0.153291951,-0.545414889,-78.06061966
Saitama,Kazo,JPN.35.25_1,35.27043076,32.10284098,30.83681322,29.16354795,31.00833606,27.20660084,24.02587328,-11.24455749,-31.88097577
Saitama,Kitamoto,JPN.35.28_1,2.8321298,2.537776005,2.612641664,2.311521555,2.270906954,1.802427689,1.511986289,-1.320143511,-46.61310054
Saitama,Kōnosu,JPN.35.29_1,31.25276458,29.4540826,30.00044854,28.56896516,28.93466764,27.00110842,26.25308371,-4.999680867,-15.99756352
Saitama,Koshigaya,JPN.35.30_1,14.50078591,10.21122002,9.532602913,8.945107445,8.714663137,7.149198252,6.562988017,-7.937797897,-54.74046679
Saitama,Kuki,JPN.35.31_1,6.069203454,5.208246726,4.452428118,3.996785122,4.442964446,3.653372306,3.142509247,-2.926694207,-48.22204807
Saitama,Kumagaya,JPN.35.32_1,45.77687944,48.22831987,39.54779454,41.27381174,37.69448343,33.67756528,35.44279994,-10.3340795,-22.57488852
Saitama,Misato City,JPN.35.37_1,3.962508374,2.103573867,1.483144001,1.651227487,1.780951884,0.924120494,0.883895828,-3.078612546,-77.69352781
Saitama,Niiza,JPN.35.43_1,0.654450807,0.259570898,0.476037676,0.334251575,0.26861342,0.214436102,0.137024429,-0.517426379,-79.06268473
Saitama,Okegawa,JPN.35.47_1,4.26742856,3.38809189,3.499802376,3.137495738,3.057505354,2.739846142,2.016864015,-2.250564545,-52.73818913
